X,Y,Corr,ADF_p,Johansen_trace
AAPL,NVDA,0.8792266439463304,0.28226660124773617,6.890024423394016
AAPL,MSFT,0.9548221286861374,0.5086412364600147,8.23725852407871
MSFT,NVDA,0.937142522205456,0.5531379002679045,7.371600321627988
