Date,AAPL,MSFT,NVDA
2010-01-04,6.424605846405029,23.173343658447266,0.4238302707672119
2010-01-05,6.435713291168213,23.180830001831055,0.4300193190574646
2010-01-06,6.333343982696533,23.0385799407959,0.43276992440223694
2010-01-07,6.321635723114014,22.798973083496094,0.42428863048553467
2010-01-08,6.363664150238037,22.956214904785156,0.4252057373523712
2010-01-11,6.307526111602783,22.664201736450195,0.41924577951431274
2010-01-12,6.235777378082275,22.51445770263672,0.4050341844558716
2010-01-13,6.323737621307373,22.724098205566406,0.4105355739593506
2010-01-14,6.287112712860107,23.180830001831055,0.40411728620529175
2010-01-15,6.182043552398682,23.10596466064453,0.39219772815704346
2010-01-18,6.182043552398682,23.10596466064453,0.39219772815704346
2010-01-19,6.455524921417236,23.285655975341797,0.39953285455703735
2010-01-20,6.356161117553711,22.9038028717041,0.39792829751968384
2010-01-21,6.246284484863281,22.469539642333984,0.39082249999046326
2010-01-22,5.936478614807129,21.683364868164062,0.37729838490486145
2010-01-25,6.096184253692627,21.952913284301758,0.3837165832519531
2010-01-26,6.1823410987854,22.087682723999023,0.37156781554222107
2010-01-27,6.240581512451172,22.214963912963867,0.3816535174846649
2010-01-28,5.9827094078063965,21.833112716674805,0.36881721019744873
2010-01-29,5.765663146972656,21.09935188293457,0.3527716398239136
2010-02-01,5.8458170890808105,21.27155303955078,0.37981978058815
2010-02-02,5.879740238189697,21.308996200561523,0.3837165832519531
2010-02-03,5.9809064865112305,21.436283111572266,0.38692566752433777
2010-02-04,5.765364646911621,20.844778060913086,0.3644619882106781
2010-02-05,5.867729663848877,20.979551315307617,0.3717970550060272
2010-02-08,5.827504634857178,20.754928588867188,0.37110939621925354
2010-02-09,5.8896484375,20.972057342529297,0.3681293725967407
2010-02-10,5.8575239181518555,20.957090377807617,0.3752354681491852
2010-02-11,5.964094638824463,21.054428100585938,0.3924269378185272
2010-02-12,6.015430450439453,20.91216468811035,0.3976990282535553
2010-02-15,6.015430450439453,20.91216468811035,0.3976990282535553
2010-02-16,6.106090545654297,21.325891494750977,0.4050341844558716
2010-02-17,6.080575466156006,21.506423950195312,0.4089309573173523
2010-02-18,6.091981887817383,21.792278289794922,0.3821119964122772
2010-02-19,6.054154872894287,21.641828536987305,0.380048930644989
2010-02-22,6.016630172729492,21.61174201965332,0.3807367980480194
