Date,Price
2010-01-04,0.4238302707672119
2010-01-05,0.4300193190574646
2010-01-06,0.43276992440223694
2010-01-07,0.42428863048553467
2010-01-08,0.4252057373523712
2010-01-11,0.41924577951431274
2010-01-12,0.4050341844558716
2010-01-13,0.4105355739593506
2010-01-14,0.40411728620529175
2010-01-15,0.39219772815704346
2010-01-18,0.39219772815704346
2010-01-19,0.39953285455703735
2010-01-20,0.39792829751968384
2010-01-21,0.39082249999046326
2010-01-22,0.37729838490486145
2010-01-25,0.3837165832519531
2010-01-26,0.37156781554222107
2010-01-27,0.3816535174846649
2010-01-28,0.36881721019744873
2010-01-29,0.3527716398239136
2010-02-01,0.37981978058815
2010-02-02,0.3837165832519531
2010-02-03,0.38692566752433777
2010-02-04,0.3644619882106781
2010-02-05,0.3717970550060272
2010-02-08,0.37110939621925354
2010-02-09,0.3681293725967407
2010-02-10,0.3752354681491852
2010-02-11,0.3924269378185272
2010-02-12,0.3976990282535553
2010-02-15,0.3976990282535553
2010-02-16,0.4050341844558716
2010-02-17,0.4089309573173523
2010-02-18,0.3821119964122772
2010-02-19,0.380048930644989
2010-02-22,0.3807367980480194
2010-02-23,0.37156781554222107
2010-02-24,0.37936127185821533
2010-02-25,0.3759230673313141
2010-02-26,0.3713385760784149
2010-03-01,0.3862380385398865
2010-03-02,0.3860088288784027
2010-03-03,0.38119518756866455
2010-03-04,0.3818829357624054
2010-03-05,0.39357301592826843
2010-03-08,0.3878425061702728
2010-03-09,0.4022834897041321
2010-03-10,0.4032003879547119
2010-03-11,0.39403149485588074
2010-03-12,0.3954068720340729
2010-03-15,0.39334383606910706
2010-03-16,0.40709710121154785
2010-03-17,0.41489070653915405
2010-03-18,0.40022048354148865
2010-03-19,0.3954068720340729
2010-03-22,0.4018251597881317
2010-03-23,0.41007697582244873
2010-03-24,0.39632365107536316
2010-03-25,0.39746981859207153
2010-03-26,0.39746981859207153
2010-03-29,0.40251269936561584
2010-03-30,0.40411728620529175
2010-03-31,0.3988451361656189
2010-04-01,0.3947191536426544
2010-04-02,0.3947191536426544
2010-04-05,0.40067896246910095
2010-04-06,0.39082249999046326
2010-04-07,0.39334383606910706
2010-04-08,0.38692566752433777
2010-04-09,0.3894471228122711
2010-04-12,0.3965529799461365
2010-04-13,0.40480494499206543
2010-04-14,0.4098478853702545
2010-04-15,0.412827730178833
2010-04-16,0.39105162024497986
2010-04-19,0.38921788334846497
2010-04-20,0.3905933201313019
2010-04-21,0.3805074393749237
2010-04-22,0.3821119964122772
2010-04-23,0.3768400251865387
2010-04-26,0.3805074393749237
2010-04-27,0.36973416805267334
2010-04-28,0.37042173743247986
2010-04-29,0.3816535174846649
2010-04-30,0.36010679602622986
2010-05-03,0.3562099039554596
2010-05-04,0.33810147643089294
2010-05-05,0.3323710560798645
2010-05-06,0.32549425959587097
2010-05-07,0.31999310851097107
2010-05-10,0.3337463438510895
2010-05-11,0.33007875084877014
2010-05-12,0.33649691939353943
2010-05-13,0.3358093202114105
2010-05-14,0.2970709502696991
2010-05-17,0.2977586090564728
2010-05-18,0.28790199756622314
2010-05-19,0.2924864888191223
2010-05-20,0.2856099009513855
2010-05-21,0.291798859834671
2010-05-24,0.2833176255226135
2010-05-25,0.29088178277015686
2010-05-26,0.2922573387622833
2010-05-27,0.30944880843162537
2010-05-28,0.30119678378105164
2010-05-31,0.30119678378105164
2010-06-01,0.28836050629615784
2010-06-02,0.29156962037086487
2010-06-03,0.2911110818386078
2010-06-04,0.27735787630081177
2010-06-07,0.26360461115837097
2010-06-08,0.2562693953514099
2010-06-09,0.2500804662704468
2010-06-10,0.260166198015213
2010-06-11,0.26612603664398193
2010-06-14,0.26039546728134155
2010-06-15,0.2732316851615906
2010-06-16,0.26979348063468933
2010-06-17,0.2801084816455841
2010-06-18,0.28194233775138855
2010-06-21,0.27529478073120117
2010-06-22,0.26497989892959595
2010-06-23,0.2679598033428192
2010-06-24,0.2546648383140564
2010-06-25,0.2539772689342499
2010-06-28,0.2544357180595398
2010-06-29,0.24022409319877625
2010-06-30,0.23403511941432953
2010-07-01,0.23793180286884308
2010-07-02,0.23495183885097504
2010-07-05,0.23495183885097504
2010-07-06,0.23243050277233124
2010-07-07,0.2436622977256775
2010-07-08,0.23632726073265076
2010-07-09,0.23724409937858582
2010-07-12,0.24159932136535645
2010-07-13,0.2503097653388977
2010-07-14,0.2528311312198639
2010-07-15,0.24572539329528809
2010-07-16,0.2303675264120102
2010-07-19,0.2397654950618744
2010-07-20,0.24572539329528809
2010-07-21,0.23770254850387573
2010-07-22,0.24159932136535645
2010-07-23,0.23747344315052032
2010-07-26,0.24182862043380737
2010-07-27,0.2397654950618744
2010-07-28,0.23220126330852509
2010-07-29,0.20927907526493073
2010-07-30,0.21065440773963928
2010-08-02,0.21042518317699432
2010-08-03,0.20492394268512726
2010-08-04,0.21363431215286255
2010-08-05,0.21638496220111847
2010-08-06,0.21890640258789062
2010-08-09,0.22096937894821167
2010-08-10,0.21180051565170288
2010-08-11,0.20354855060577393
2010-08-12,0.20538228750228882
2010-08-13,0.21523888409137726
2010-08-16,0.2097375988960266
2010-08-17,0.21248823404312134
2010-08-18,0.21363431215286255
2010-08-19,0.22647066414356232
2010-08-20,0.22853364050388336
2010-08-23,0.22509537637233734
2010-08-24,0.22280322015285492
2010-08-25,0.22738759219646454
2010-08-26,0.22463694214820862
2010-08-27,0.2319720834493637
2010-08-30,0.22096937894821167
2010-08-31,0.2138635218143463
2010-09-01,0.21546801924705505
2010-09-02,0.2193649262189865
2010-09-03,0.2269291877746582
2010-09-06,0.2269291877746582
2010-09-07,0.22899216413497925
2010-09-08,0.23655635118484497
2010-09-09,0.2333473563194275
2010-09-10,0.23082591593265533
2010-09-13,0.24389149248600006
2010-09-14,0.24159932136535645
2010-09-15,0.2420576810836792
2010-09-16,0.24228708446025848
2010-09-17,0.24182862043380737
2010-09-20,0.24549606442451477
2010-09-21,0.25879085063934326
2010-09-22,0.2610831558704376
2010-09-23,0.26635533571243286
2010-09-24,0.2810254991054535
2010-09-27,0.2750656306743622
2010-09-28,0.2743780314922333
2010-09-29,0.27231499552726746
2010-09-30,0.2677305340766907
2010-10-01,0.260166198015213
2010-10-04,0.2576448619365692
2010-10-05,0.25947850942611694
2010-10-06,0.24710048735141754
2010-10-07,0.2452668845653534
2010-10-08,0.24893437325954437
2010-10-11,0.24778828024864197
2010-10-12,0.2526017725467682
2010-10-13,0.25993698835372925
2010-10-14,0.25581106543540955
2010-10-15,0.25879085063934326
2010-10-18,0.26039546728134155
2010-10-19,0.25879085063934326
2010-10-20,0.25879085063934326
2010-10-21,0.25420647859573364
2010-10-22,0.2704811990261078
2010-10-25,0.273002564907074
2010-10-26,0.27208584547042847
2010-10-27,0.2759825587272644
2010-10-28,0.27621176838874817
2010-10-29,0.2755241096019745
2010-11-01,0.2759825587272644
